Job Title,Company,Location,Experience,Salary,Link
Data Analyst,The Scholar,New Delhi,4-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-thescholar-new-delhi-4-to-9-years-081025501148
Data Analyst,Digital Solution Tech,Remote,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-digital-solution-tech-remote-1-to-4-years-031025502467
Data Analyst- Andheri West- Mumbai,Zenriv Exim,Mumbai (All Areas),2-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-andheri-west-mumbai-zenriv-exim-mumbai-all-areas-2-to-7-years-011225001441
Data Analyst (BigQuery),Enfuse Solutions,Mumbai,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-bigquery-enfuse-solutions-pvt-ltd-mumbai-2-to-4-years-300725504333
Data Governance Analyst (Data Lake),Barclays,Pune,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-governance-analyst-data-lake-barclays-shared-services-pune-2-to-5-years-300625500275
Data Analyst Programmatic Advertising,Ltimindtree,Bengaluru,5-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-programmatic-advertising-mindtree-limited-bengaluru-5-to-7-years-291025500822
Data Analyst,Augie,Bengaluru,0-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-augie-pets-india-pvt-limited-bengaluru-0-to-3-years-290822500368
Data Analyst,Zynofus Technologies,Chennai,6-11 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-zynofus-technologies-chennai-6-to-11-years-290725501725
Data Governance and Data Analyst,Clifyx Technology,Bengaluru,7-12 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-governance-and-data-analyst-clifyx-technology-bengaluru-7-to-12-years-290525504670
Data Analyst,Caratlane,Pune,4-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-caratlane-a-tata-product-pune-4-to-6-years-280425506330
Data Analyst,Sierra Circuits,Remote,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-sierra-circuits-bengaluru-1-to-4-years-271125920429
Data Analyst,Innocode Ventures,Jaipur,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-innocode-ventures-jaipur-2-to-4-years-271025501786
Data Analyst,Naghavi Fintech,Bengaluru,5-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-naghavi-fintech-bengaluru-5-to-9-years-260724502918
Data Analyst,MS Guide World,Bengaluru,4-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-ms-guide-world-bengaluru-4-to-9-years-260225502832
Data Analyst,MS Guide World,Bengaluru,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-ms-guide-world-bengaluru-5-to-10-years-260225502830
Data Analyst,Nexzu Mobility,"Kolkata, Mumbai, Pune, Chennai",1-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-nexzu-mobility-kolkata-mumbai-pune-chennai-1-to-6-years-241125504822
Data Analyst,Legalwiz.in,Ahmedabad,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-legalwiz-ahmedabad-1-to-3-years-241120501147
Data Analyst,Conlang International,New Delhi,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-conlang-new-delhi-1-to-3-years-240925507022
Data Analyst,Sociomix,New Delhi,0-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-sociomix-new-delhi-0-to-5-years-240524500357
Data Analyst,Aryavart Institute Of Technology,"Noida, Patna, Kanpur, Supaul",1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-aryavart-institute-of-technology-noida-patna-kanpur-supaul-1-to-3-years-230424501320
Data Analyst,CC Staffing International,"Kochi, Thrissur, Kozhikode, Thiruvananthapuram",1-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-cc-staffing-international-kochi-thrissur-kozhikode-thiruvananthapuram-1-to-2-years-220125501091
Data Analyst,Xenonstack,Mohali,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-xenonstack-private-ltd-mohali-1-to-3-years-210823501435
Data Analyst,Thoucentric,"Panipat, Yamunanagar, Faridabad, Sonipat, Gurugram, Hisar",5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-thoucentric-panipat-yamunanagar-faridabad-sonipat-gurugram-hisar-5-to-10-years-210625501464
Data Analyst,Aumni Techworks,Pune,9-14 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-aumni-techworks-pune-9-to-14-years-201125503467
Data Analyst (PowerBI),Pharmsight,Gurugram,1-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-powerbi-pharmsight-research-and-analytics-gurugram-1-to-2-years-201125501818
Data Analyst,Winzo,New Delhi,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-winzo-new-delhi-5-to-10-years-200325504585
Data Analyst,Winzo,New Delhi,10-15 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-winzo-games-new-delhi-10-to-15-years-180425503188
Data Analyst,Hubhopper,New Delhi,1-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-hubhopper-new-delhi-1-to-5-years-180225500757
Data Analyst,Formics.io,Bengaluru,4-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-formicsio-bengaluru-4-to-5-years-171125502137
Data Analyst,Rohan Builders & Developers,"Nagar, Pune",4-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-rohan-builders-developers-nagar-pune-4-to-8-years-170325500866
Data Analyst,Energytech Ventures,Kolkata,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-energytech-ventures-kolkata-2-to-5-years-170120500029
Data Analyst,Infyni,Gurugram,3-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-infyni-gurugram-3-to-4-years-161224500763
Data Analyst,Rockwell Automation,"Noida, New Delhi, Pune, Bengaluru",0-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-rockwell-automation-noida-new-delhi-pune-bengaluru-0-to-6-years-151025501925
Data Analyst,Lektronix,"Noida, New Delhi, Pune, Bengaluru",1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-lektronix-noida-new-delhi-pune-bengaluru-1-to-3-years-151025501401
data analyst,Deeporion Technologies,Jaipur,4-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-deeporion-technology-pvt-ltd-jaipur-4-to-8-years-141125502001
Data Analyst,Barclays,Pune,1-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-barclays-shared-services-pune-1-to-7-years-141125500680
Data Analyst,Reliance Games,Pune,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-reliance-games-pune-2-to-5-years-130921500438
Data Analyst,Quarks Technosoft,Bengaluru,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-quarks-bengaluru-3-to-5-years-130525501208
Data Analyst,Usdc Global,Bengaluru,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-usdc-global-bengaluru-2-to-5-years-121124506035
Data Analyst,Mhtechin,Remote,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-mhtechin-remote-1-to-3-years-120825500086
Data Analyst,Linkcore Trading,Chennai,1-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-linkcore-trading-private-limited-chennai-1-to-6-years-120325503133
Data Analyst,Aays Analytics,Gurugram,3-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-aays-analytics-gurugram-3-to-7-years-111125502285
Data Platform developer Analyst,Barclays,Pune,1-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-platform-developer-analyst-barclays-shared-services-pune-1-to-7-years-111125500666
Data Analyst (IoT),Log9 Materials,Bengaluru,0-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-iot-log9-materials-bengaluru-0-to-6-years-110325506630
Data Analyst,Myglamm,Mumbai,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-myglamm-mumbai-2-to-4-years-110325502392
Data Analyst,Intense Technologies,Mumbai,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-intense-technologies-ltd-mumbai-2-to-5-years-100924501961
Data Analyst,Diverse Lynx,Bengaluru,5-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-diverse-lynx-bengaluru-5-to-7-years-100523501220
Data Analyst,Finprov Business Services,Kochi,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-finprov-learning-kochi-2-to-5-years-100425500817
Data Analyst,T&N Business Services,Gurugram,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-tn-business-services-private-limited-gurugram-2-to-5-years-091122500524
Data Analyst,Leanquality Solutions,Pune,1-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-leanquality-solutions-pune-1-to-2-years-090625503525
Data Analyst,Konceptogen Healthcare,Pune,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-konceptogen-pune-2-to-5-years-090424500331
Data Analyst,Heptarc Talent Acquisition,Bengaluru,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-heptarc-talent-acquisition-bengaluru-2-to-5-years-080623502193
Data Analyst,Armakuni,Ahmedabad,3-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-armakuni-ahmedabad-3-to-4-years-040425503813
Data Analyst,Squareone Insights,Mumbai,2-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-squareone-insights-mumbai-2-to-7-years-030925500908
Data Analyst,ST Courier,Chennai,10-20 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-st-courier-chennai-10-to-20-years-030924503374
Data Analyst,Antal International,Bawal,4-7 Yrs,12-18 Lacs PA,https://www.naukri.com/job-listings-data-analyst-svan-global-consultancy-bawal-4-to-7-years-021225025449
Data Analyst,Photon,"Chennai, Bengaluru",4-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-photon-infotech-p-ltd-chennai-bengaluru-4-to-9-years-020724502689
Mis Executive,ADA Tech Solutions,Greater Noida,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-mis-executive-ada-tech-solutions-private-limited-greater-noida-1-to-3-years-281125929766
Data Engineer,Accenture,Bengaluru,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-241125929558
Data Engineer,Accenture,Bengaluru,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-241125929352
Analyst L3,Wipro,Bengaluru,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-analyst-l3-wipro-limited-bengaluru-3-to-5-years-241125904136
Analyst,Nomura,Mumbai,0-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-analyst-nomura-capital-india-private-limited-mumbai-0-to-5-years-221025505979
Data Scientist,GLOINNT,"Pune, Mysuru, Bengaluru",6-11 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-gloinnt-pune-mysuru-bengaluru-6-to-11-years-220825501329
Data engineer and BI Consultant,AceStack,Mumbai,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-and-bi-consultant-naukri-healthcare-jobs-mumbai-2-to-5-years-211125924645
Data Scientist,Suzva Software Technologies,Jakarta,3-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-suzva-software-technology-jakarta-3-to-7-years-201125926480
Alteryx Analyst,Infosys,Lucknow,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-alteryx-analyst-infosys-limited-lucknow-3-to-8-years-181125934732
V&A Analyst,Accenture,Bengaluru,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-v-a-analyst-accenture-solutions-pvt-ltd-bengaluru-1-to-4-years-171125908531
Data Lake Engineer,Brightstar India Shared Services,Chennai,4-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-lake-engineer-brightstar-india-shared-services-llp-chennai-4-to-9-years-171125501859
MIS Executive,Nibav Home Elevators,Chennai,1-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-mis-executive-nibav-lifts-pvt-ltd-chennai-1-to-5-years-160725504516
Mis Executive,Krsnaa Diagnostics,"Navi Mumbai, Mumbai (All Areas)(Kurla +1)",3-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-mis-executive-krsnaa-diagnostics-navi-mumbai-mumbai-all-areas-3-to-7-years-141125017336
MIS Executive,Teleperformance (TP),Malad,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-mis-executive-teleperformance-global-business-private-limited-malad-2-to-5-years-131125922937
DTC Analyst,Haworth,Chennai,4-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-dtc-analyst-haworth-chennai-4-to-5-years-131125503787
MIS Executive,Teleperformance (TP),Jaipur,1-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-mis-executive-teleperformance-global-business-private-limited-jaipur-1-to-2-years-121125931323
Analyst,Naukri Healthcare Jobs,Gurugram,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-analyst-naukri-healthcare-jobs-gurugram-1-to-4-years-111125919830
Executive - MIS,Karur Vysya Bank,Karur,1-5 Yrs,3-3.25 Lacs PA,https://www.naukri.com/job-listings-executive-mis-the-karur-vysya-bank-ltd-karur-1-to-5-years-111125042303
Executive - MIS,Teleperformance (TP),Gurugram,1-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-executive-mis-teleperformance-global-business-private-limited-gurugram-1-to-2-years-101125922650
Data Engineer,Accenture,Bengaluru,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-101125903880
Analyst,Dexter Capital Advisors,"Mumbai, New Delhi, Jaipur, Bengaluru",1-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-analyst-dexter-capital-advisors-mumbai-new-delhi-jaipur-bengaluru-1-to-5-years-091025503129
Data Engineer,A N And Co,Surat,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-anand-co-surat-5-to-10-years-011025502165
Analyst,Eco Paryavaran Engineers & Consultants,Mohali,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-analyst-eco-paryavaran-engineers-consultants-mohali-1-to-3-years-280624501424
Data Scientist,Vide Alpha Tech Services,New Delhi,1-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-vide-alpha-tech-new-delhi-1-to-5-years-250124501237
Data Scientist,Akaike Technologies,Bengaluru,0-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-akaike-technologies-bengaluru-0-to-6-years-231122500033
Data Scientist,Rfid4u It Solutions,Coimbatore,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-rfid4u-it-solutions-private-limited-coimbatore-3-to-8-years-220922502305
Port Analyst,Crisil,Mumbai,8-15 Yrs,Not Disclosed,https://www.naukri.com/job-listings-port-analyst-crisil-mumbai-8-to-15-years-220825500458
Data Scientist,Maruti True Value,"Gurugram, Bengaluru",4-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-maruti-true-value-gurugram-bengaluru-4-to-7-years-211125502674
Analyst,Urbanpiper,Bengaluru,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-analyst-urbanpiper-bengaluru-1-to-3-years-190525506110
Data Scientist,Velocitai Digital,Gurugram,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-velocitai-digital-gurugram-3-to-5-years-181125504401
Expert Data Engineer,Swiss Re,Bengaluru,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-expert-data-engineer-swiss-re-bengaluru-2-to-5-years-180325502365
Data Scientist _ Hyderabad,Diverse Lynx,Mumbai,4-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-hyderabad-diverse-lynx-mumbai-4-to-5-years-100925500030
Data Scientist,Patanjali Research Foundation,Haridwar,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-patanjali-research-foundation-haridwar-3-to-5-years-081124504754
Analyst,New Opportunity Consultancy,Mumbai,2-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-analyst-nocpl-mumbai-2-to-8-years-061025504361
Analyst,HPL Electric & Power,Faridabad,3-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-analyst-hpl-additives-faridabad-3-to-6-years-041125502654
Data Analyst - 5+Year Experienced @10LPA- Ahmedabad,Arise Solution,Ahmedabad,5-10 Yrs,8-11 Lacs PA,https://www.naukri.com/job-listings-data-analyst-5-year-experienced-10lpa-ahmedabad-arise-solutions-ahmedabad-5-to-10-years-121125018470
Data Governance Analyst (Remote),Mchoovers Consulting,Remote,3-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-governance-analyst-remote-mchoovers-consulting-gurugram-3-to-6-years-201125035720
Data Analyst,S&P Global Market Intelligence,Bengaluru,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-s-p-capital-iq-india-pvt-ltd-bengaluru-2-to-5-years-091225913968
Python Data Analyst,Mantras2success Consultants,New Delhi,0-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-python-data-analyst-mantras2success-consultants-new-delhi-0-to-3-years-091225502828
Python Data Analyst,Mantras2success Consultants,Bengaluru,0-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-python-data-analyst-mantras2success-consultants-bengaluru-0-to-4-years-091225502826
Data Analyst - I,Pice App,Bengaluru,1-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-i-pice-bengaluru-1-to-2-years-091225502771
Data Analyst,VDO Ai,Gurugram,2-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-vdo-ai-gurugram-2-to-3-years-091225501656
Data Analyst,Z1 Tech,Gurugram,2-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-z1-tech-gurugram-2-to-3-years-091225501642
Data Analyst,Sia Partners,Mumbai,3-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-sia-partners-mumbai-3-to-6-years-091225501454
Data Analyst,BCE Global Technology Centre,Bengaluru,1-3 Yrs,3.5-8 Lacs PA,https://www.naukri.com/job-listings-data-analyst-bce-global-technology-centre-bengaluru-1-to-3-years-091225014981
Data Integration Analyst,Alstom,Bengaluru,4-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-integration-analyst-alstom-transport-india-ltd-bengaluru-4-to-9-years-081225904364
Data Analyst,GIG Consultants,New Delhi,3-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-gig-consultants-new-delhi-3-to-7-years-081225504637
Data Analyst,Guidehouse,Chennai,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-guidehouse-chennai-3-to-8-years-081225502296
Data Analyst,Aditya Birla Insulators,Mumbai,4-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-aditya-birla-insulators-mumbai-4-to-7-years-081225501653
Data Analyst,Tarento Technologies,New Delhi,3-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-tarento-technologies-pvt-ltd-new-delhi-3-to-4-years-081225501242
Data Analyst,PCC Softech India,Pune,1-3 Yrs,2.5-5.5 Lacs PA,https://www.naukri.com/job-listings-data-analyst-pcc-softech-india-pune-1-to-3-years-081225017703
Data Analyst,Sri Lakhmi homes private limited,N/A,N/A,2.5-4.5 Lacs PA,https://www.naukri.com/job-listings-data-analyst-sri-lakhmi-homes-private-limited-chennai-0-to-5-years-081225015766
MIS  Executive,SOS,New Delhi,3-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-mis-executive-sos-new-delhi-3-to-4-years-160725033104
